"Data Source","World Development Indicators",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Congo, Dem. Rep.","COD","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.60094857215881","","-1.72864663600922","","-1.73355114459991","","-1.60957503318787","-1.55504846572876","-1.69705295562744","-1.5216383934021","-1.23079133033752","-1.21148073673248","-1.38789105415344","-1.40938663482666","-1.4091020822525","-1.48515594005585","-1.48108160495758","-1.45864808559418","-1.28701508045197","-1.30427837371826","-1.41227197647095","-1.46415579319","-1.49904274940491","-1.31488299369812","-1.25421500205994","-1.18970882892609","-1.19144213199615","-1.21333003044128",
"Congo, Rep.","COG","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.827253401279449","","-1.46510195732117","","-1.43007302284241","","-0.913109719753265","-0.827222049236298","-0.964100897312164","-1.07914042472839","-1.20836925506592","-1.23399722576141","-1.15545642375946","-1.10450148582458","-1.06274175643921","-1.10799777507782","-1.15513336658478","-1.11786508560181","-1.10819816589355","-1.01708042621613","-1.16153788566589","-1.12292313575745","-1.19382119178772","-1.27838408946991","-1.27874207496643","-1.23555767536163","-1.19919466972351","-1.15416669845581",
"Colombia","COL","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.510942339897156","","-0.344189405441284","","-0.438140958547592","","-0.416357487440109","-0.429242461919785","-0.318785130977631","-0.322521358728409","-0.172736719250679","-0.165321603417397","-0.165922626852989","-0.149577632546425","-0.132357180118561","-0.0597142279148102","-0.0639913454651833","-0.0813083127140999","-0.043343797326088","0.00404631532728672","0.122125923633575","0.112731605768204","0.172213315963745","0.204583406448364","0.143006011843681","0.0940301716327667","0.168687179684639","0.205213740468025",
"Comoros","COM","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.42399662733078","","-0.375156730413437","","-1.03263914585114","","-0.344777524471283","-0.574106872081757","-0.518591582775116","-0.630450963973999","-0.221685230731964","-0.388406991958618","-0.287370532751083","-0.341993927955627","-0.42228689789772","-0.373951971530914","-0.466148853302002","-0.460575550794601","-0.292148411273956","-0.291831433773041","-0.291283309459686","-0.336461782455444","-0.494857579469681","-0.707425773143768","-0.762464702129364","-0.725413262844086","-0.851324260234833","-0.808809578418732",
"Cabo Verde","CPV","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.937576174736023","","0.93450403213501","","0.803981602191925","","0.691441357135773","0.59484726190567","0.649413287639618","0.441597372293472","0.782895863056183","0.863329768180847","0.937762975692749","0.891080617904663","0.894677519798279","0.970096409320831","0.938719630241394","0.916036486625671","0.955249071121216","0.942328155040741","0.973954975605011","0.963748395442963","0.974645018577576","0.949219763278961","0.912386834621429","0.930763721466064","0.946042716503143","0.958101332187653",
"Costa Rica","CRI","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.07736361026764","","1.14266920089722","","1.09469890594482","","1.11081862449646","0.964284658432007","0.971273601055145","0.816958487033844","0.915722608566284","0.935347318649292","0.96675968170166","1.00583362579346","1.03988945484161","1.0538626909256","1.08821976184845","1.07845854759216","1.13833606243134","1.15161108970642","1.11790990829468","1.12175965309143","1.11900758743286","1.09427237510681","1.12029850482941","1.08030879497528","1.07340776920319","1.0699063539505",
"Caribbean small states","CSS","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.42548000812531","","-1.58477294445038","","-1.63516211509705","","-1.64862954616547","-1.78975963592529","-1.78558814525604","-1.8051575422287","-1.88721024990082","-1.85398316383362","-1.80063891410828","-1.70388305187225","-1.61688709259033","-1.61035680770874","-1.51460742950439","-1.47876536846161","-1.5449937582016","-1.558025598526","-1.5597608089447","-1.55219459533691","-1.45602405071259","-1.43960332870483","-1.41815936565399","-1.42197704315186","-1.33931243419647","-1.24890899658203",
"Curacao","CUW","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.62061822414398","","1.60065186023712","","1.5912036895752","","1.57331871986389","0.963297605514526","0.877797484397888","0.903781235218048","0.782868325710297","0.744717001914978","0.746175408363342","0.558976113796234","0.577670872211456","0.579870045185089","0.574214994907379","0.548888623714447","0.473122477531433","0.469162344932556","0.4749576151371","0.485489398241043","0.472060233354568","0.468565702438354","0.495715707540512","0.759386420249939","0.755772590637207","0.764431416988373",
"Cyprus","CYP","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.03575432300568","","0.983076632022858","","1.05713748931885","","1.1171190738678","0.99446302652359","0.950031280517578","0.955872654914856","1.05206739902496","1.06665575504303","1.08403408527374","1.06802761554718","1.02339065074921","1.0535831451416","1.02202355861664","0.980770349502563","1.0199453830719","1.0316162109375","1.04651844501495","1.05625879764557","1.01570796966553","1.04663980007172","0.90229332447052","0.855743706226349","0.850350379943848","0.974570155143738",
"Czechia","CZE","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.03485572338104","","0.967962324619293","","0.762775123119354","","1.01640355587006","1.01417517662048","0.954461276531219","0.905672550201416","0.962292671203613","0.995283782482147","1.03275871276855","1.03304421901703","1.01486504077911","1.02266430854797","0.970379710197449","0.98448371887207","1.0266318321228","1.04274165630341","1.02528142929077","0.880147039890289","0.822354137897491","0.834152519702911","0.978554964065552","1.00824761390686","1.04114127159119","1.07654917240143",
"Germany","DEU","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.32889533042908","","1.29188847541809","","1.31480205059052","","1.41403138637543","1.41355431079865","1.4960401058197","1.48583388328552","1.3652309179306","1.33647847175598","1.33677780628204","1.33496069908142","1.29778325557709","1.34921073913574","1.39373803138733","1.40613043308258","1.43629622459412","1.42213714122772","1.3646674156189","1.43248081207275","1.44311714172363","1.35402822494507","1.37390911579132","1.41956698894501","1.41448700428009","1.46138572692871",
"Djibouti","DJI","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.882711172103882","","-0.99400806427002","","-0.877741813659668","","-0.830886363983154","-0.666397273540497","-0.784367978572845","-1.10994613170624","-1.12030553817749","-1.1966655254364","-1.19674217700958","-1.20939469337463","-1.26566994190216","-1.41113817691803","-1.43404412269592","-1.47117519378662","-1.43153774738312","-1.4129946231842","-1.37110710144043","-1.40683770179749","-1.36474502086639","-1.4233170747757","-1.40703856945038","-1.296515583992","-1.2912232875824","-1.27434647083282",
"Dominica","DMA","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.04229032993317","","1.09459185600281","","1.09375238418579","","1.10961353778839","1.0535876750946","0.985611915588379","0.932384252548218","1.00535082817078","0.997471451759338","1.03441321849823","1.01225316524506","0.982540488243103","0.987989783287048","0.946590006351471","0.966736018657684","1.06706941127777","0.878656804561615","0.898667991161346","0.884237766265869","0.796533346176147","0.866429507732391","0.870887696743011","0.812004029750824","0.796769261360168","0.786084830760956",
"Denmark","DNK","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.53897178173065","","1.46734094619751","","1.53596532344818","","1.53286790847778","1.60145223140717","1.80099177360535","1.73960888385773","1.57163619995117","1.47770440578461","1.53830599784851","1.53825998306274","1.54195690155029","1.55170702934265","1.67411422729492","1.66623783111572","1.5245566368103","1.55306839942932","1.54204452037811","1.51810312271118","1.57402217388153","1.54343402385712","1.5147852897644","1.5449755191803","1.59125435352325","1.66469931602478",
"Dominican Republic","DOM","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0565150268375874","","0.0930832773447037","","0.225749954581261","","0.237251296639442","0.0232535153627396","0.0470070876181126","-0.0705539360642433","0.205657720565796","0.197003677487373","0.164732426404953","0.0897984206676483","0.0738618969917297","0.0904332846403122","0.124592199921608","0.115321941673756","0.188916221261024","0.154222220182419","0.181855902075768","0.159204080700874","0.124981448054314","0.17925138771534","0.237134993076324","0.294744700193405","0.313117146492004","0.325887054204941",
"Algeria","DZA","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.16629016399384","","-1.24434244632721","","-1.11005222797394","","-1.04466021060944","-1.07671809196472","-0.802059054374695","-0.715685963630676","-0.916875541210175","-0.984122395515442","-0.979712247848511","-1.03841888904572","-1.02233076095581","-1.00412118434906","-0.906026601791382","-0.893428981304169","-0.813460826873779","-0.847631812095642","-0.861599445343018","-0.903114080429077","-0.995263040065765","-1.0534600019455","-1.08850860595703","-1.01377856731415","-1.01191890239716","-0.979883790016174",
"East Asia & Pacific (excluding high income)","EAP","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0132842948660254","","0.114651590585709","","-0.247218117117882","","-0.0449887700378895","-0.121541075408459","-0.244635745882988","-0.363743484020233","-0.253862708806992","-0.161115884780884","-0.222304701805115","-0.250357389450073","-0.231080830097198","-0.293364822864532","-0.29611411690712","-0.25279027223587","-0.202547445893288","-0.211860507726669","-0.247269630432129","-0.172362104058266","0.000832675490528345","0.0317208766937256","-0.0146998642012477","0.0996665507555008","0.0273947101086378","-0.061911303550005",
"Egypt, Arab Rep.","EGY","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.844184160232544","","-0.911786079406738","","-0.89450615644455","","-1.10229003429413","-1.08318543434143","-0.947557926177979","-0.964780926704407","-1.19926512241364","-1.16774547100067","-1.21223938465118","-1.15747153759003","-1.18803703784943","-1.13998341560364","-0.765063405036926","-1.05164992809296","-1.18009531497955","-1.19008219242096","-1.20482385158539","-1.25143277645111","-1.32450354099274","-1.44394659996033","-1.48189222812653","-1.50513410568237","-1.45044994354248","-1.37938976287842",
"Euro area","EMU","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.36392831802368","","-1.23163819313049","","-1.47073936462402","","-1.82439136505127","-1.93292152881622","-1.90701413154602","-2.18489861488342","-2.0841166973114","-2.11592626571655","-2.15996932983398","-2.20277786254883","-2.19829225540161","-2.22605419158936","-2.20876717567444","-2.19650626182556","-2.11312532424927","-2.10669589042664","-2.17071104049683","-2.16639280319214","-2.18413782119751","-2.20523548126221","-2.06312227249146","-1.93026268482208","-1.88292789459229","-1.86236107349396",
"Spain","ESP","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.31952691078186","","1.29959452152252","","1.27701985836029","","1.27498733997345","1.27055943012238","1.3236118555069","1.13140439987183","1.07872498035431","1.12308669090271","1.18532562255859","1.17698621749878","1.12254285812378","1.08586597442627","1.06417882442474","0.988832354545593","0.993711829185486","1.04487037658691","1.04160034656525","1.02150094509125","1.02963280677795","1.03599870204926","1.00401437282562","0.99951308965683","1.01683568954468","1.19472968578339",
"Estonia","EST","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.926167070865631","","1.03417026996613","","0.988002359867096","","1.0729513168335","1.0705794095993","1.09341907501221","0.992168545722961","1.06822168827057","1.07301092147827","1.09165287017822","1.08552134037018","1.10565173625946","1.13372588157654","1.11192464828491","1.11682975292206","1.17029809951782","1.18691825866699","1.20819759368896","1.21454405784607","1.19020283222198","1.17930448055267","1.16718208789825","1.17938566207886","1.20195424556732","1.21992552280426",
"Ethiopia","ETH","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.08355009555817","","-0.989250898361206","","-1.03173887729645","","-1.22613191604614","-1.11473321914673","-1.18099057674408","-1.23875725269318","-1.19371747970581","-1.20370495319366","-1.30721271038055","-1.29824542999268","-1.34485614299774","-1.36264383792877","-1.30890786647797","-1.31313121318817","-1.28455746173859","-1.29830551147461","-1.40238106250763","-1.43262052536011","-1.16189217567444","-1.06248962879181","-1.03639280796051","-1.07109928131104","-1.04841494560242","-1.06066715717316",
"European Union","EUU","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.517697930336","","1.46729826927185","","1.59303331375122","","1.55290365219116","1.57245707511902","1.78360843658447","1.68709695339203","1.4940721988678","1.4602267742157","1.46308124065399","1.46526706218719","1.48671269416809","1.50755143165588","1.60069715976715","1.5736231803894","1.54184234142303","1.54369699954987","1.53210496902466","1.5595486164093","1.58935248851776","1.56299781799316","1.6095118522644","1.60936939716339","1.60676980018616","1.63263607025146",
"Fiji","FJI","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.152574241161346","","0.226074695587158","","-0.346214205026627","","0.0286506414413452","0.0666418224573135","-0.0370266474783421","0.0493086352944374","-0.325200825929642","-0.650255858898163","-0.70470142364502","-0.910686910152435","-1.1063551902771","-1.09306156635284","-0.978677988052368","-0.909636080265045","-0.176666140556335","0.0277618281543255","0.0286825429648161","0.123874723911285","0.145927339792252","0.0224217269569635","0.0560786165297031","-0.1721011698246","-0.143952786922455","0.186145916581154",
"France","FRA","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3111584186554","","1.17178165912628","","1.18298661708832","","1.15434229373932","1.12266278266907","1.45645833015442","1.476771235466","1.29872286319733","1.2597668170929","1.30479431152344","1.24453508853912","1.20285654067993","1.17066836357117","1.23810577392578","1.21920275688171","1.21813237667084","1.20674192905426","1.13691318035126","1.15271818637848","1.1575254201889","1.11500012874603","1.06575298309326","1.10422718524933","1.11015677452087","1.15460133552551",
"Faroe Islands","FRO","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.11332213878632","","0.98031097650528","","1.00703871250153","","1.02382504940033","1.03586626052856","0.786521434783936","0.949673891067505","1.06540775299072","1.05853140354156","1.08604216575623","1.07438993453979","1.05089402198792","0.99717915058136","0.977706372737885","0.996571242809296","1.11095690727234","1.13471758365631","1.14750099182129","1.14606320858002","1.12325739860535","1.14769148826599","1.12716591358185","1.10966408252716","1.1250307559967","1.08513557910919",
"Gabon","GAB","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.321172207593918","","-0.391127526760101","","-0.470682233572006","","-0.526887536048889","-0.662809371948242","-0.780080676078796","-0.827001750469208","-0.950213253498077","-0.86647754907608","-0.845180630683899","-0.971218228340149","-0.865145206451416","-0.905199348926544","-0.863606691360474","-0.863398909568787","-0.866170287132263","-0.894511580467224","-0.968311488628387","-1.06009995937347","-0.961422681808472","-1.04159319400787","-0.977103650569916","-0.891519963741302","-0.880173981189728","-0.919151186943054",
"United Kingdom","GBR","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2723194360733","","1.19527661800385","","1.32326984405518","","1.28342258930206","1.33304226398468","1.59744584560394","1.44395637512207","1.37877368927002","1.3355964422226","1.32102286815643","1.30330049991608","1.28999388217926","1.29741168022156","1.33913254737854","1.32898461818695","1.27575755119324","1.29794430732727","1.29570603370667","1.36429786682129","1.3817093372345","1.26395773887634","1.23157048225403","1.26462173461914","1.25854110717773","1.26162397861481",
"Georgia","GEO","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.331750810146332","","-0.385090172290802","","-0.283675938844681","","-0.505115449428558","-0.177865669131279","-0.0782668963074684","-0.0903711244463921","-0.0927100256085396","-0.230410188436508","-0.256853848695755","-0.188876047730446","-0.160913214087486","-0.172698855400085","0.0215807761996984","0.138750940561295","0.284588664770126","0.274659216403961","0.295699268579483","0.265135079622269","0.229046493768692","0.168092742562294","0.0556090585887432","0.010173449292779","0.0156398266553879","0.0347131341695786",
"Ghana","GHA","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.207235246896744","","-0.187200337648392","","0.0706235095858574","","0.0284165181219578","0.271764487028122","0.117705419659615","0.197485223412514","0.40759339928627","0.497320413589478","0.431884378194809","0.498016387224197","0.514764845371246","0.484657794237137","0.431352198123932","0.438787639141083","0.461614340543747","0.488243818283081","0.583152055740356","0.596182525157928","0.557817578315735","0.550379991531372","0.552889406681061","0.469472467899323","0.400153130292892","0.410351544618607",
"Gibraltar","GIB","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.22957599163055","","-1.11045014858246","","-1.10104322433472","","-1.26344680786133","-1.19539868831635","-1.27017319202423","-1.17200481891632","-1.22781145572662","-1.36868393421173","-1.42630350589752","-1.30284023284912","-0.917964994907379","-0.887738704681396","-1.01388883590698","-1.02241015434265","-0.857646048069","-0.858075261116028","-0.761295199394226","-0.739905834197998","-0.769156455993652","-0.768536031246185","-0.919278860092163","-0.989065229892731","-1.08316206932068","-1.14505314826965",
"Gambia, The","GMB","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.2748167514801","","-0.91581529378891","","-1.06467461585999","","-0.670977175235748","-0.489668667316437","-0.67443460226059","-1.01584625244141","-0.896951019763947","-0.891591012477875","-0.865504682064056","-1.01221060752869","-1.07546448707581","-1.21547913551331","-1.28747808933258","-1.25742137432098","-1.26768577098846","-1.45970582962036","-1.2605242729187","-0.621979296207428","-0.21559052169323","-0.249280497431755","-0.200950473546982","-0.104992866516113","-0.04075588285923","-0.0410085804760456",
"Guinea-Bissau","GNB","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.972923278808594","","-0.943927407264709","","-0.638303697109222","","-0.658738374710083","-1.06557416915894","-0.842662632465363","-0.484425157308578","-0.628867745399475","-0.712383568286896","-0.715373158454895","-0.759196937084198","-0.822992086410522","-0.853439450263977","-1.32570588588715","-1.34348106384277","-0.849566519260406","-0.749440312385559","-0.734231889247894","-0.798041522502899","-0.683403134346008","-0.481889545917511","-0.455601722002029","-0.250631898641586","-0.417198479175568","-0.436878204345703",
"Equatorial Guinea","GNQ","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.52469968795776","","-1.56102991104126","","-1.59922921657562","","-1.62372946739197","-1.66345012187958","-1.63894009590149","-1.6835001707077","-1.8262654542923","-1.88797950744629","-1.89406704902649","-1.80686867237091","-1.86019432544708","-1.89961373806","-1.90504097938538","-1.96998107433319","-1.97528266906738","-1.99940919876099","-1.94786310195923","-1.9711754322052","-1.8734849691391","-1.87897419929504","-1.81053125858307","-1.72473227977753","-1.70431566238403","-1.67685103416443",
"Greece","GRC","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.00316429138184","","1.10321736335754","","1.01306200027466","","1.0480192899704","1.15667390823364","1.19141495227814","1.09756934642792","0.965482771396637","0.983873903751373","0.928211510181427","0.891443252563477","0.897718012332916","0.820455014705658","0.700790524482727","0.687213718891144","0.618707537651062","0.651585519313812","0.668896377086639","0.658747911453247","0.741765856742859","0.810683846473694","0.962944686412811","0.945290207862854","0.956881701946259","1.01216721534729",
"Grenada","GRD","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.614710569381714","","0.72468513250351","","0.715227901935577","","0.785680055618286","0.764794170856476","0.569066882133484","0.525194108486176","0.720976889133453","0.79478645324707","0.820473313331604","0.823060750961304","0.791172504425049","0.7851921916008","0.74750292301178","0.770301222801208","0.906148672103882","0.805912375450134","0.816670596599579","0.743816733360291","0.501401007175446","0.678193986415863","0.684839725494385","0.724070906639099","0.705830216407776","0.753503501415253",
"Greenland","GRL","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.24529051780701","1.28247225284576","1.2762987613678","1.29053568840027","1.27861523628235","1.27683234214783","1.27399480342865","1.27949273586273","1.29565441608429","1.28282356262207","1.2625652551651","1.28185057640076","1.27692425251007","1.27055501937866","1.27391934394836",
"Guatemala","GTM","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.235270127654076","","-0.195095881819725","","-0.285944521427155","","-0.358615815639496","-0.483628332614899","-0.324404269456863","-0.359379410743713","-0.168789565563202","-0.1712756305933","-0.201825633645058","-0.250002413988113","-0.30328357219696","-0.311964631080627","-0.356138646602631","-0.366608381271362","-0.337663441896439","-0.346461206674576","-0.290387779474258","-0.279698878526688","-0.353723645210266","-0.33345302939415","-0.378492921590805","-0.46514230966568","-0.522613763809204","-0.53369927406311",
"Guam","GUM","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.597243964672089","0.654332458972931","0.54846316576004","0.972128868103027","0.967198193073273","0.963811635971069","0.767428874969482","0.784417808055878","0.800454020500183","0.783408939838409","","","","","1.17226529121399","1.17265796661377","1.11480510234833","1.13648295402527","1.09911549091339","",
"Guyana","GUY","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.254009693861008","","0.390771746635437","","0.464220553636551","","0.542352378368378","0.42819881439209","0.0669328719377518","-0.228859812021255","0.0918237343430519","0.100955948233604","0.112154990434647","0.0926980152726173","0.0661983788013458","0.0294742900878191","-0.00228818249888718","0.0212019812315702","0.156047061085701","0.183893635869026","0.253121465444565","0.277443736791611","0.223182663321495","0.253580123186111","0.212521523237228","0.239529952406883","0.193488836288452","0.148810401558876",
"High income","HIC","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.33362603187561","","-0.106265157461166","","-0.0119737386703491","","0.190888628363609","0.449889957904816","0.562140464782715","0.620391666889191","0.508110165596008","0.476365208625793","0.447788029909134","0.479499638080597","0.51484227180481","0.574967980384827","0.63970947265625","0.725121140480042","0.535635888576508","0.515059173107147","0.378015637397766","0.42886358499527","0.449582636356354","0.128821641206741","0.0248016472905874","-0.253374367952347","-0.400526106357574","-0.320146769285202",
"Honduras","HND","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.222767293453217","","-0.0224337596446276","","-0.0986045747995377","","-0.162654772400856","-0.177857652306557","-0.340818166732788","-0.345806866884232","-0.139432832598686","-0.192796736955643","-0.294657081365585","-0.532957136631012","-0.503610491752625","-0.468656331300735","-0.469777703285217","-0.474992007017136","-0.409250140190125","-0.421847492456436","-0.438270062208176","-0.44031897187233","-0.52352774143219","-0.572002947330475","-0.618947327136993","-0.589453816413879","-0.49105179309845","-0.45370152592659",
"Heavily indebted poor countries (HIPC)","HPC","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.161426275968552","","-0.292461693286896","","0.510653853416443","","0.55671101808548","0.623684108257294","0.658320605754852","0.452612310647964","0.48149374127388","0.517976045608521","0.467806965112686","0.48627769947052","0.476428359746933","0.521082401275635","0.540830552577972","0.513696014881134","0.514897346496582","0.555477857589722","0.525477707386017","0.479264795780182","0.446175158023834","0.454173117876053","0.579596340656281","0.601495921611786","0.616291224956512","0.569745063781738",
"Haiti","HTI","Voice and Accountability: Estimate","VA.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.68902987241745","","-0.614243030548096","","-0.733862698078156","","-1.18077600002289","-1.20058274269104","-1.33551788330078","-1.2315981388092","-0.712554454803467","-0.612985610961914","-0.587012767791748","-0.657142221927643","-0.711512327194214","-0.749023735523224","-0.762743711471558","-0.749476432800293","-0.791136741638184","-0.798771023750305","-0.75957202911377","-0.73726624250412","-0.75240421295166","-0.746525049209595","-0.841260612010956","-0.952774167060852","-1.19272232055664","-1.17997741699219",
